date,close
2021-03-30,1.1400
2021-03-29,1.1200
2021-03-26,1.1300
2021-03-25,1.2200
2021-03-24,1.1250
2021-03-23,1.2100
2021-03-22,1.3000
2021-03-19,1.4900
2021-03-18,1.4600
2021-03-17,1.5400
2021-03-16,1.5100
2021-03-15,1.6200
2021-03-12,1.4200
2021-03-11,1.4200
2021-03-10,1.3100
2021-03-09,1.3900
2021-03-08,1.1800
2021-03-05,1.1350
2021-03-04,1.1600
2021-03-03,1.3000
2021-03-02,1.3800
2021-03-01,1.3500
2021-02-26,1.3300
2021-02-25,1.3700
2021-02-24,1.4500
2021-02-23,1.2600
2021-02-22,1.4300
2021-02-19,1.5300
2021-02-18,1.4500
2021-02-17,1.7200
2021-02-16,2.1900
2021-02-12,2.0800
2021-02-11,2.3800
2021-02-10,2.9500
2021-02-09,1.6500
2021-02-08,1.2800
2021-02-05,1.1300
2021-02-04,1.1500
2021-02-03,1.2100
2021-02-02,1.0400
2021-02-01,1.2100
2021-01-29,0.8150
2021-01-28,0.8250
2021-01-27,0.6008
2021-01-26,0.5600
2021-01-25,0.5995
2021-01-22,0.6450
2021-01-21,0.6612
2021-01-20,0.6808
2021-01-19,0.6900
2021-01-15,0.7136
2021-01-14,0.6902
2021-01-13,0.6578
2021-01-12,0.6678
2021-01-11,0.7087
2021-01-08,0.6822
2021-01-07,0.6853
2021-01-06,0.6050
2021-01-05,0.5395
2021-01-04,0.5500
2020-12-31,0.4735
2020-12-30,0.4850
2020-12-29,0.4620
2020-12-28,0.4765
2020-12-24,0.4733
2020-12-23,0.5000
2020-12-22,0.4800
2020-12-21,0.5055
2020-12-18,0.4360
2020-12-17,0.4389
2020-12-16,0.4792
2020-12-15,0.5002
2020-12-14,0.5127
2020-12-11,0.5065
2020-12-10,0.4748
2020-12-09,0.4902
2020-12-08,0.5112
2020-12-07,0.5240
2020-12-04,0.6635
2020-12-03,0.7727
2020-12-02,0.8080
2020-12-01,0.6525
2020-11-30,0.7294
2020-11-27,0.3720
2020-11-25,0.2800
2020-11-24,0.3009
2020-11-23,0.2408
2020-11-20,0.2545
2020-11-19,0.2630
2020-11-18,0.2591
2020-11-17,0.2500
2020-11-16,0.2615
2020-11-13,0.2800
2020-11-12,0.2837
2020-11-11,0.3860
2020-11-10,0.4380
2020-11-09,0.4585
2020-11-06,0.2500
2020-11-05,0.2200
2020-11-04,0.1730
2020-11-03,0.1864
2020-11-02,0.1650
2020-10-30,0.1435
2020-10-29,0.1578
2020-10-28,0.1609
2020-10-27,0.1702
2020-10-26,0.1740
2020-10-23,0.1756
2020-10-22,0.1749
2020-10-21,0.1720
2020-10-20,0.1836
2020-10-19,0.1930
2020-10-16,0.1900
2020-10-15,0.1910
2020-10-14,0.2020
2020-10-13,0.2129
2020-10-12,0.2230
2020-10-09,0.2215
2020-10-08,0.2224
2020-10-07,0.2198
2020-10-06,0.2201
2020-10-05,0.2388
2020-10-02,0.2459
2020-10-01,0.2600
2020-09-30,0.2406
2020-09-29,0.1902
2020-09-28,0.1929
2020-09-25,0.1820
2020-09-24,0.1880
2020-09-23,0.2091
2020-09-22,0.2268
2020-09-21,0.2355
2020-09-18,0.2639
2020-09-17,0.2644
2020-09-16,0.2755
2020-09-15,0.2700
2020-09-14,0.2820
2020-09-11,0.2985
2020-09-10,0.3000
2020-09-09,0.3100
2020-09-08,0.3094
2020-09-04,0.3082
2020-09-03,0.3070
2020-09-02,0.3150
2020-09-01,0.3120
2020-08-31,0.3400
2020-08-28,0.3423
2020-08-27,0.3186
2020-08-26,0.3272
2020-08-25,0.3391
2020-08-24,0.3439
2020-08-21,0.3893
2020-08-20,0.3799
2020-08-19,0.4075
2020-08-18,0.4276
2020-08-17,0.4602
2020-08-14,0.4495
2020-08-13,0.7000
2020-08-12,0.5500
2020-08-11,0.5462
2020-08-10,0.5415
2020-08-07,0.5500
2020-08-06,0.5698
2020-08-05,0.5747
2020-08-04,0.5990
2020-08-03,0.5901
2020-07-31,0.5842
2020-07-30,0.5740
2020-07-29,0.6045
2020-07-28,0.6300
2020-07-27,0.5966
2020-07-24,0.6909
2020-07-23,0.6989
2020-07-22,0.7300
2020-07-21,0.8110
2020-07-20,0.8350
2020-07-17,0.8490
2020-07-16,0.9090
2020-07-15,0.8800
2020-07-14,0.8420
2020-07-13,0.8400
2020-07-10,0.8110
2020-07-09,0.7920
2020-07-08,0.7800
2020-07-07,0.7700
2020-07-06,0.8100
2020-07-02,0.7840
2020-07-01,0.8040
2020-06-30,0.7990
2020-06-29,0.8160
2020-06-26,0.8030
2020-06-25,0.8490
2020-06-24,0.8500
2020-06-23,0.9100
2020-06-22,0.8517
2020-06-19,0.8700
2020-06-18,0.9096
2020-06-17,0.9236
2020-06-16,1.0100
2020-06-15,0.9950
2020-06-12,0.9700
2020-06-11,0.9100
2020-06-10,1.1000
2020-06-09,1.1000
2020-06-08,1.0900
2020-06-05,0.8200
2020-06-04,0.8120
2020-06-03,0.8201
2020-06-02,0.8300
2020-06-01,0.8565
2020-05-29,0.8510
2020-05-28,0.8800
2020-05-27,0.8600
2020-05-26,0.9147
2020-05-22,0.8451
2020-05-21,0.6050
2020-05-20,0.5540
2020-05-19,0.5789
2020-05-18,0.6100
2020-05-15,0.5500
2020-05-14,0.3871
2020-05-13,0.3900
2020-05-12,0.4926
2020-05-11,0.5020
2020-05-08,0.5091
2020-05-07,0.5152
2020-05-06,0.5600
2020-05-05,0.5500
2020-05-04,0.5783
2020-05-01,0.6354
2020-04-30,0.5700
2020-04-29,0.4985
2020-04-28,0.4950
2020-04-27,0.4934
2020-04-24,0.5000
2020-04-23,0.5270
2020-04-22,0.5200
2020-04-21,0.5400
2020-04-20,0.5800
2020-04-17,0.5600
2020-04-16,0.5311
2020-04-15,0.5800
2020-04-14,0.5894
2020-04-13,0.5900
2020-04-09,0.6199
2020-04-08,0.5600
2020-04-07,0.5175
2020-04-06,0.5288
2020-04-03,0.4713
2020-04-02,0.4936
2020-04-01,0.5697
2020-03-31,0.6400
2020-03-30,0.9500
2020-03-27,1.0400
2020-03-26,1.0500
2020-03-25,0.8201
2020-03-24,0.7938
2020-03-23,0.7501
2020-03-20,0.7900
2020-03-19,0.6993
2020-03-18,0.6099
2020-03-17,0.6703
2020-03-16,0.6800
2020-03-13,0.7437
2020-03-12,0.8101
2020-03-11,0.9110
2020-03-10,1.0600
2020-03-09,1.2200
2020-03-06,1.3300
2020-03-05,1.4500
2020-03-04,1.6500
2020-03-03,1.4800
2020-03-02,1.4800
2020-02-28,1.4200
2020-02-27,1.4300
2020-02-26,1.4600
2020-02-25,1.4900
2020-02-24,1.5700
2020-02-21,1.5300
2020-02-20,1.4000
2020-02-19,1.3500
2020-02-18,1.3400
2020-02-14,1.3500
2020-02-13,1.1800
2020-02-12,1.1700
2020-02-11,1.1900
2020-02-10,1.1400
2020-02-07,1.2100
2020-02-06,1.2900
2020-02-05,1.3100
2020-02-04,1.4500
2020-02-03,1.3500
2020-01-31,1.2000
2020-01-30,1.5100
2020-01-29,2.5800
2020-01-28,2.6400
2020-01-27,2.5200
2020-01-24,2.6300
2020-01-23,2.8300
2020-01-22,3.0900
2020-01-21,3.3500
2020-01-17,3.4600
2020-01-16,3.2700
2020-01-15,3.3700
2020-01-14,2.8700
2020-01-13,2.9000
2020-01-10,2.7500
2020-01-09,3.0000
2020-01-08,2.7100
2020-01-07,2.8400
2020-01-06,2.9700
2020-01-03,2.8900
2020-01-02,3.0300
2019-12-31,3.0100
2019-12-30,2.4800
2019-12-27,2.2700
2019-12-26,2.3900
2019-12-24,2.3900
2019-12-23,2.3700
2019-12-20,2.3200
2019-12-19,2.4000
2019-12-18,2.2900
2019-12-17,2.5500
2019-12-16,2.5300
2019-12-13,2.5200
2019-12-12,2.4300
2019-12-11,2.2300
2019-12-10,2.0800
2019-12-09,2.2900
2019-12-06,1.9500
2019-12-05,2.0900
2019-12-04,2.1600
2019-12-03,2.3000
2019-12-02,2.3700
2019-11-29,2.4200
2019-11-27,2.5500
2019-11-26,2.6500
2019-11-25,2.7400
2019-11-22,2.9800
2019-11-21,3.2200
2019-11-20,2.7800
2019-11-19,2.8800
2019-11-18,2.8100
2019-11-15,3.1300
2019-11-14,3.2600
2019-11-13,3.6100
2019-11-12,3.8100
2019-11-11,3.8800
2019-11-08,3.8000
2019-11-07,3.5100
2019-11-06,3.2100
2019-11-05,2.9300
2019-11-04,2.9700
2019-11-01,3.1900
2019-10-31,3.2500
2019-10-30,3.3700
2019-10-29,3.5300
2019-10-28,3.8000
2019-10-25,3.9400
2019-10-24,3.9000
2019-10-23,4.0800
2019-10-22,3.8200
2019-10-21,3.9100
2019-10-18,4.1000
2019-10-17,4.2000
2019-10-16,4.1000
2019-10-15,4.4800
2019-10-14,4.4100
2019-10-11,4.4600
2019-10-10,4.5400
2019-10-09,5.2200
2019-10-08,4.4000
2019-10-07,4.5200
2019-10-04,4.6700
2019-10-03,4.9700
2019-10-02,4.6600
2019-10-01,4.8800
2019-09-30,4.7950
2019-09-27,4.1100
2019-09-26,4.4500
2019-09-25,5.6100
2019-09-24,6.1900
2019-09-23,6.7000
2019-09-20,7.0700
2019-09-19,7.5000
2019-09-18,8.5200
2019-09-17,8.7700
2019-09-16,8.7900
2019-09-13,8.7500
2019-09-12,8.6500
2019-09-11,8.6700
2019-09-10,8.0200
2019-09-09,7.7100
2019-09-06,7.7000
2019-09-05,8.0300
2019-09-04,7.8500
2019-09-03,8.2100
2019-08-30,7.9600
2019-08-29,7.8600
2019-08-28,8.7500
2019-08-27,8.9500
2019-08-26,9.5300
2019-08-23,9.6400
2019-08-22,9.6200
2019-08-21,10.0100
2019-08-20,10.0000
2019-08-19,10.4500
2019-08-16,10.5400
2019-08-15,11.0800
2019-08-14,11.0800
2019-08-13,10.3900
2019-08-12,10.4400
2019-08-09,11.5000
2019-08-08,12.3000
2019-08-07,12.8500
2019-08-06,13.0000
2019-08-05,11.7000
2019-08-02,10.4500
2019-08-01,8.4800
